No.,entity,BAU Name lang,BAU Adresse 2 lang,Country/Region Code,City,Post Code
640049,Venturo,Dorsten Invest SE,Gewerbering Nord 11,D,Großröhrsdorf,01900
640500,Venturo,Neuer Estate GbR,,,,
640503,Venturo,Dreher Concept KG,Am Klinkenplatz 9,D,Bretnig-Hauswalde,01900
640504,Venturo,Imfeld Haus SE,Schäfferstraße 44,D,Bautzen,02625
640506,Venturo,Siegen Verwaltung Service GmbH,,D,,
640507,Venturo,Geilenkirchen Facility Technik GmbH,Rudolf-Breitscheid-Straße 7,D,Bischofswerda,01877
640508,Venturo,Jülich Materials SE,Sagarder Weg 5,D,Dresden,01109
640509,Venturo,Pfeifer Real Service GmbH,Dresdner Straße 3,D,Bad Schandau,01814
640513,Venturo,Geilenkirchen Facility Technik GmbH,Altmarkt 1,D,Bischofswerda,01877
640515,Venturo,Dreher Concept KG,Am Klinkenplatz 9,D,Bretnig-Hauswalde,01900
640516,Venturo,Neuss Capital Bau GmbH,Hauptstraße 241,D,Burkau,01906
640517,Venturo,Olpe Construction GbR,Ludwig-Richter-Str. 4,D,Bischofswerda,01877
640518,Venturo,Wenger Tech Service GmbH,Gewerbering Nord 12,D,Großröhrsdorf,01900
640519,Venturo,Dreher Concept KG,Am Klinkenplatz 9,D,Bretnig-Hauswalde,01900
640520,Venturo,Olpe Concept SE,Am Gemeindebusch 18,D,Großröhrsdorf,01900
640521,Venturo,Gelsen Smart KG,Dorfstraße 11,D,Malschwitz,02694
640522,Venturo,Regen Capital Verwaltungs GmbH,Handschuhsheimer Landstr. 32,D,Heidelberg,69120
640523,Venturo,Ilten Real SE,Ikarusweg 11,D,Dresden,01109
640524,Venturo,Jülich Property Bau GmbH,Am Gemeindebusch,D,Großröhrsdorf,01900
640525,Venturo,Dreher Concept KG,Am Klinkenplatz 9,D,Bretnig-Hauswalde,01900
640526,Venturo,Hammel Umwelt SE,Schleißbergstraße 9,D,Ohorn,01896
640527,Venturo,Neuss Capital Bau GmbH,Hauptstraße 241,D,Burkau,01906
640528,Venturo,Regen Capital Verwaltungs GmbH,Handschuhsheimer Landstr. 32,D,Heidelberg,69120
640529,Venturo,Dreher Concept KG,Am Klinkenplatz 9,D,Bretnig-Hauswalde,01900
640530,Venturo,Iserlohn Verwaltung GbR,im Breitspiel,D,Heidelberg,69126
640531,Venturo,Dreher Concept KG,Am Klinkenplatz 9,D,Bretnig-Hauswalde,01900
640532,Venturo,Quast Real OHG,Augustusweg 10,D,Dresden,01109
640533,Venturo,Dreher Concept KG,Am Klinkenplatz 9,D,Bretnig-Hauswalde,01900
640534,Venturo,Wegberg Zentrum GmbH & Co. KG,Radeburger Straße 34,D,Großenhain,01558
640535,Venturo,Jäger Wirtschaft GbR,In den langen Stücken 14,D,Halberstadt,38820
640536,Venturo,Langer Logistik OHG,Palaisplatz 2,D,Dresden,01097
640537,Venturo,Moers Estate SE,Rathausallee 2,D,Bernsdorf,02994
640538,Venturo,Bergmann Service KG,Feldstraße 6,D,Pulsnitz,01896
640539,Venturo,Ammer Property OHG,Christian-Bürkert-Straße 2,D,Großröhrsdorf,01900
640540,Venturo,Neuss Haus KG,Saarbrücker Str. 15,,Dresden,01189
640541,Venturo,Emden Projekt KG,Julius-Otto-Straße 1,D,Dresden,01219
640542,Venturo,Regen Bau GmbH,Altmockritz 14,D,Dresden,01217
640543,Venturo,Ochsner Estate AG,Döbraer Straße 57,D,Dresden,01189
640544,Venturo,Boden Resources SE,Schulstraße 6,DE,Bannewitz,01728
640545,Venturo,Cramer Capital Technik GmbH,Löbauer Straße 77,DE,Bautzen,02625
641000,Venturo,Customer 641000,,,,
641005,Venturo,Dreher Concept KG,Am Klinkenplatz 9,D,Bretnig-Hauswalde,01900
641006,Venturo,Imfeld Estate GbR,Magdeburger Straße 33,D,Dresden,01067
641007,Venturo,Brackel Verwaltung Holding GmbH,Beethovenstraße 32,D,Bautzen,02625
641008,Venturo,Quast Zentrum KG,Winterbergstraße 28,D,Dresden,01277
641009,Venturo,Unna Dienst Verwaltungs GmbH,Bayreuther Straße 32,D,Dresden,01187
641200,Venturo,Customer 641200,,,,
641208,Venturo,Customer 641208,,,,
641211,Venturo,Ulmen Resources GmbH,Scheidtweiler Str. 11-13,D,Köln,50933
641212,Venturo,Xanten Plan Bau GmbH,Weilburger Straße 22,D,Frankfurt,60326
641213,Venturo,Sander Partner OHG,Gohliser Str. 24,D,Radebeul,01445
641214,Venturo,Neuss Gruppe GmbH & Co. KG,,D,Dresden,01078
641215,Venturo,Ammer Recycling Bau GmbH,Hauptstraße 122,D,Dittersbach,01833
641216,Venturo,Keller Partner Bau GmbH,Hauptstraße 52,D,Schönfeld,01776
641217,Venturo,Fröndenberg Projekt Holding GmbH,Ostring 59,D,Görlitz-Königshafen,02829
641218,Venturo,Olfen Verwaltung GmbH & Co. KG,,D,Dresden,01059
641219,Venturo,Rheine Partner GbR,Blumenhorst 6,D,Stemwede,32351
641221,Venturo,Moers Umwelt Holding GmbH,Hauptstraße 43,D,Demitz-Thumitz,01877
641222,Venturo,Velde Construction Holding GmbH,Rosenstraße 32,D,Dresden,01067
641223,Venturo,Heinsberg Property Bau GmbH,Am Markt 11,D,Dohna,01809
641224,Venturo,Olfen Verwaltung GmbH & Co. KG,,,Leipzig,
641225,Venturo,Hückelhoven Estate Bau GmbH,Ostra-Allee 20,D,Dresden,01067
641226,Venturo,Ammer Umwelt GmbH,Trachenberger Straße 40,D,Dresden,01129
641227,Venturo,Gelsen Dienst OHG,Petersstraße 44,D,Freiberg,09599
641228,Venturo,Thalberg Gruppe Technik GmbH,Messering 9,D,Dresden,01067
641229,Venturo,Iserlohn Engineering Technik GmbH,Dresdener Straße 88,,Bautzen,02625
641230,Venturo,Erkelenz Solutions OHG,Zum Heideberg 18,,Dohma,01796
641231,Venturo,Reuter Holding Verwaltungs GmbH,Maternistraße 15,D,Dresden,01067
641232,Venturo,Kleve Industrie Technik GmbH,Rosenstraße 32,D,Dresden,01067
641233,Venturo,Mauer Partner AG,Fasanenweg 55,D,Pirna,01796
641234,Venturo,Siegen Real Bau GmbH,HPC B156,,Sindelfingen,71059
641235,Venturo,Olpe Logistik Bau GmbH,Nordstraße 94,D,Kamenz,01917
641236,Venturo,Wenger Estate SE,Königsbrücker Straße 17,D,Dresden,01099
641600,Venturo,Customer 641600,,,,
641612,Venturo,Customer 641612,,,,
641616,Venturo,Emden Consulting Verwaltungs GmbH,Eherne Schlange 27,D,Freiberg,09599
641617,Venturo,Xanten Concept Holding GmbH,Seminarstraße 18 b,,Pirna,01796
641618,Venturo,Merker Tech GbR,Grenzstraße 1,D,Dresden,01109
641619,Venturo,Sander Recycling Technik GmbH,Rosenstraße 32,D,Dresden,01067
641800,Venturo,Customer 641800,,,,
641814,Venturo,Boden Verwaltung Verwaltungs GmbH,Industriestraße 50,DE,Heinsberg,52525
641815,Venturo,Keller Management Holding GmbH,Gewerbering Süd 6,D,Großröhrsdorf,01900
641816,Venturo,Keller Engineering Technik GmbH,Ermelstraße 30a,D,Dresden,01277
641817,Venturo,Nordmann Smart GmbH & Co. KG,Pienner Straße 8,D,Tharandt,01737
641818,Venturo,Regen Dienst KG,Zeunerstraße 38,D,Dresden,01069
641819,Venturo,Arnsberg Property Service GmbH,Radeberger Straße 110,D,Großröhrsdorf,01900
641820,Venturo,Hammel Haus GbR,Schmogrower Weg 9,,Cottbus,03044
641821,Venturo,Regen Dienst KG,Hansastraße 27c,D,München,80686
641822,Venturo,Olfen Smart Bau GmbH,An der Vollungleite 7,D,Pulsnitz,01896
642200,Venturo,Customer 642200,,,,
642216,Venturo,Hamm Green Service GmbH,Adolphstraße 18,D,Großröhrsdorf,01900
642217,Venturo,Iserlohn Materials Technik GmbH,Oberbrucher Str. 75,,Heinsberg,52525
642218,Venturo,Altenberg Holding GbR,Friedrich-List-Platz 2,D,Dresden,01069
642219,Venturo,Cramer Industrie KG,Robert-Koch-Straße 13,D,Pulsnitz,01896
642220,Venturo,Zehm Capital AG,Gewerbering Nord 10,D,Bretnig-Hauswalde,01900
642221,Venturo,Ilten Projekt KG,Hamburger Ring 1,D,Klipphausen,01665
642222,Venturo,Emden Wirtschaft GmbH,Hallesche Straße 7a,D,"Kabelsketal, OT Gröbers",06184
642223,Venturo,Hamm Green Service GmbH,Rathausplatz 1,D,Großröhrsdorf,01900
642224,Venturo,Wesel Resources Service GmbH,Gewerbering Nord 11,D,Großröhrsdorf,01900
642225,Venturo,Neuss Logistik Holding GmbH,Gewerbering Nord 22,D,Großröhrsdorf,01900
642226,Venturo,Hamm Green Service GmbH,Rathausplatz 1,D,Großröhrsdorf,01900
642227,Venturo,Paderborn Estate GmbH,Am Kettenbach 3,D,Lötzschen,01561
642228,Venturo,Hamm Green Service GmbH,Rathausplatz 1,D,Großröhrsdorf,01900
642229,Venturo,Grund Energy GmbH & Co. KG,Gewerbering Nord 7,D,Großröhrsdorf,01900
642230,Venturo,Kreis Haus Bau GmbH,Am Galgenberg 30,D,Dresden,01257
642231,Venturo,Castrop Service KG,Heilbronner Straße 18,D,Dresden,01189
642232,Venturo,Wenger Bau GmbH & Co. KG,Hauptstraße 42,D,Glashütte,01768
642233,Venturo,Keller Plan Holding GmbH,Liebknechtstraße 1,D,Pulsnitz,01896
642234,Venturo,Paderborn Facility GmbH,Hauptmarkt 1,D,Großenhain,01558
642235,Venturo,Castrop Zentrum OHG,Kirchplatz 2,D,Bannewitz,01728
642236,Venturo,Altenberg System Holding GmbH,Friedrichstraße 30,,Berlin,10969
642237,Venturo,Hammel Engineering Service GmbH,Georg-Schumann-Str. 20,,Dresden,01187
642238,Venturo,Flur Wirtschaft SE,Am kleinen Gräbel 5,D,Königswartha,02699
642239,Venturo,Ochsner Concept SE,Fabrikstraße 13,DE,Dresden,01159
642240,Venturo,Arnsberg Verwaltung Holding GmbH,Hamburger Ring 1,DE,Klipphausen,01665
642241,Venturo,Gerber Plan SE,Gewerbering Süd 7,DE,Großroehrsdorf,01900
642242,Venturo,Reuter Werk Holding GmbH,Münzgasse 10,DE,Dresden,01067
642243,Venturo,Ochsner Consulting Service GmbH,Baschützer Str. 13,D,Bautzen,02625
642800,Venturo,Customer 642800,,,,
642823,Venturo,Wald Partner GbR,Weberstraße 11,D,Ohorn,01896
642824,Venturo,Quast Industrie Verwaltungs GmbH,Bautzner Landstraße 400,D,Dresden,01328
642825,Venturo,Zehm Bau OHG,Zum Alten Dessauer 13,D,Kesselsdorf,01723
642826,Venturo,Emden Construction AG,Hornbachstraße 11,D,Bornheim,76879
642827,Venturo,Ebert Recycling Holding GmbH,Praßerstraße 13,DE,Großröhrsdorf,01900
642828,Venturo,Boden Gruppe OHG,Niedersedlitzer Straße 41,D,Dresden,01239
642829,Venturo,Fröndenberg Werk GbR,Am Mühlenweg 2-4,DE,Zeitz-Zangenberg,06711
642830,Venturo,Bergmann Facility OHG,Sachsenwerkstraße 31,DE,Dresden,01257
643609,Venturo,Customer 643609,,,,
643610,Venturo,Pfeifer Estate Technik GmbH,Fritz-Reuter-Straße 34e,DE,Dresden,01097
643700,Venturo,Troisdorf Park Service GmbH,,D,,
643703,Venturo,Neuss Real Verwaltungs GmbH,,D,,
643704,Venturo,Sander Immobilien AG,Moritzstraße 13,D,Zwickau,08056
643705,Venturo,Grund Engineering Holding GmbH,Friedrich-Engels-Str. 15,D,Heidenau,01809
643800,Venturo,Customer 643800,,,,
643817,Venturo,Customer 643817,,,,
643826,Venturo,Vogt Tech GmbH,Willy-Brandt-Platz 2,D,Köln,50679
643827,Venturo,Zehm Partner OHG,Porthstraße 5-7,D,Frankfurt/M.,60435
643828,Venturo,Eder Bau Holding GmbH,Schulstraße 4,D,Lichtenhain,01855
643829,Venturo,Regen Invest KG,Sachsenallee 5,D,Kesselsdorf,01723
643830,Venturo,Junker Facility GbR,Am Gewerbegebiet 17,D,Arnsdorf,01477
643831,Venturo,Sohl Facility Service GmbH,Döbraer Straße 55,D,Dresden,01189
643832,Venturo,Falkenau Bau AG,Dresdner Straße 10,DE,Kreischa,01731
643833,Venturo,Paderborn Property GmbH,Burker Straße 28a,D,Bautzen,02625
643834,Venturo,Pfeifer Engineering KG,Pfotenhauerstraße 45,,Dresden,01307
643835,Venturo,Dorsten Consulting GmbH & Co. KG,Mainstraße 12,DE,Essen,45219
643836,Venturo,Xaver Projekt Bau GmbH,Straße des Friedens 14a,DE,Grimma,04668
644710,Venturo,Unna Partner SE,Bahnhofstraße 9,D,Bautzen,02625
644711,Venturo,Unna Partner SE,Bahnhofstraße 9,D,Bautzen,02625
644712,Venturo,Jülich Property GmbH,Georg-Schumann-Straße 50,D,Leipzig,04155
644713,Venturo,Zander Green Technik GmbH,Meckenheimer Allee 128,D,Bonn,53115
644714,Venturo,Olpe Energy Technik GmbH,Lingnerallee 3,DE,Dresden,01069
644715,Venturo,Olpe Energy Technik GmbH,Hamburger Straße 19,D,Dresden,01067
644716,Venturo,Torf Holding KG,Macherstraße 55,D,Kamenz,01917
644717,Venturo,Quast Materials Bau GmbH,Varkausring 107,D,Pirna,01796
644718,Venturo,Olpe Energy Technik GmbH,Königstraße 15,DE,Dresden,01097
644719,Venturo,Wegberg Zentrum Service GmbH,Uhlmannstraße 1-3,D,Stollberg,09366
644720,Venturo,Neuer Property GbR,Knappenstraße 1,D,Senftenberg,01968
644721,Venturo,Rheine Concept Verwaltungs GmbH,Schleswiger Straße 17,D,Dresden,01157
644722,Venturo,Neuss Resources SE,Am Wiesengrund 7,D,Kamenz,01917
644723,Venturo,Merker Invest Verwaltungs GmbH,Kamenzer Straße 35,DE,Pulsnitz,01896
644724,Venturo,Jülich Logistik KG,Hauptstraße 6,D,Lichtenberg,01896
644725,Venturo,Viersen Immobilien Bau GmbH,Ockerwitzer Allee 110,DE,Dresden,01156
644726,Venturo,Mauer Energy Technik GmbH,Schloß Lohmen 1,D,Lohmen,01847
644727,Venturo,Neuer System SE,Archenholzstraße 42,DE,Hamburg,22117
644728,Venturo,Xanten Solutions GbR,Josephinenstraße 31,D,Dresden,01069
644729,Venturo,Olfen Industrie AG,Stauffenbergallee 24,DE,Dresden,01099
645100,Venturo,Customer 645100,,,,
645111,Venturo,Customer 645111,,,,
645118,Venturo,Ulmen Resources Service GmbH,Rosenstraße 2,DE,Berlin,10178
645119,Venturo,Altenberg Green Verwaltungs GmbH,Vollungstraße 3,D,Pulsnitz,01896
645120,Venturo,Dachstein Resources OHG,Brauhausstraße 21,D,Meißen,01662
645800,Venturo,Customer 645800,,,,
645812,Venturo,Kleve Gruppe GmbH & Co. KG,Albert-Schweitzer-Straße 16,D,Hückelhoven,41836
645813,Venturo,Xaver Smart GbR,Flügelweg 60,D,Radeberg,01454
645814,Venturo,Lemgo Tech GmbH,Hauptstraße 20,D,Neukirch,01904
645815,Venturo,Torf Wirtschaft Technik GmbH,Zittauer Straße 43,DE,Görlitz,02826
646006,Venturo,Customer 646006,,,,
646100,Venturo,Customer 646100,,,,
646101,Venturo,Customer 646101,,,,
646112,Venturo,Dorsten Plan GbR,Holbeinweg 17,D,Detmold,32760
646113,Venturo,Castrop Materials GmbH,Industriestraße 12-18,D,Schwepnitz,01936
646114,Venturo,Ochsner Gruppe Holding GmbH,Gewerbering Nord 11,D,Großröhrsdorf,01900
646115,Venturo,Geilenkirchen Materials Verwaltungs GmbH,Zum Fliegerhorst 10,DE,Großenhain,01558
646116,Venturo,Jäger Estate Technik GmbH,Fichtenstraße 1,D,Dresden,01097
646117,Venturo,Viersen Logistik GmbH,Panoramablick 5,DE,Kreischa/ OT Sobrigau,01731
646715,Venturo,Olfen Wirtschaft Verwaltungs GmbH,Johann-Scheiffele-Straße 9,D,Dillingen,89407
646716,Venturo,Wenger Umwelt GbR,Joh.-Scheiffele-Str. 9,D,Dillingen,89407
646717,Venturo,Falkenau System SE,Dölzschener Straße 23,D,Dresden,01159
646718,Venturo,Hammel Smart SE,Sandweg 2,D,Neuenstein,36286
646719,Venturo,Eder Solutions Verwaltungs GmbH,Steigerstraße 20,D,Dortmund,44145
646720,Venturo,Gerber Materials Bau GmbH,Hohnsteiner Straße 13,D,Rathmannsdorf,01814
646721,Venturo,Dreher Zentrum AG,Pestalozzistraße 6,D,Radebeul,01445
646722,Venturo,Jäger Park SE,Europastraße 15,D,Gießen,35394
646723,Venturo,Brackel Invest Verwaltungs GmbH,Füllhölzelweg 1,D,Kurort Rathen,01824
646724,Venturo,Hamm Gruppe Bau GmbH,Fritz-Reuter-Straße 32c,D,Dresden,01097
647200,Venturo,Customer 647200,,,,
647206,Venturo,Customer 647206,,,,
647214,Venturo,Troisdorf Park GbR,Bahnhofstraße 29,D,Sohland a.d.Spree,02689
647215,Venturo,Ufer Management SE,Arnsdorfer Weg 5,D,Großröhrsdorf/Sachsen,01900
647216,Venturo,Linde Capital AG,Feringastraße 4,D,Unterföhring,85774
647217,Venturo,Thalberg Management Service GmbH,Chemnitzer Straße 105,D,Chemnitz OT Grüna,09224
647218,Venturo,Ilten Verwaltung KG,Leipziger Straße 210,DE,Dresden,01139
647219,Venturo,Eder Bau GmbH & Co. KG,Uhlandstraße 179/180,D,Berlin,10623
647220,Venturo,Thalberg Industrie AG,Säuritzer Straße Ost 1,D,Burkau,01906
647221,Venturo,Moers Property KG,Chemnitzer Straße 105,D,Chemnitz OT Grüna,09224
647222,Venturo,Erkelenz Immobilien Bau GmbH,Uhlandstraße 179/180,D,Berlin,10623
647223,Venturo,Grund Werk GbR,Friedrich-List-Platz 2,D,Dresden,01069
647224,Venturo,Dreher Concept GmbH,Friedrich-List-Platz 2,D,Dresden,01069
647600,Venturo,Customer 647600,,,,
647611,Venturo,Keller Partner KG,,D,,
647612,Venturo,Pfahl Umwelt AG,Weststraße 5,D,Großröhrsdorf,01900
647613,Venturo,Hamm Park SE,Salzdahlumer Straße 128,D,Wolfenbüttel,38302
647614,Venturo,Quast Bau OHG,Radeberger Straße 43,D,Großröhrsdorf,01900
647615,Venturo,Xaver Construction GmbH & Co. KG,Otto-Dix-Straße 30,D,Freital,01705
647616,Venturo,Nordmann Construction GmbH & Co. KG,Wöhlerstraße 3,,Dresden,01139
647617,Venturo,Pfahl Industrie GmbH & Co. KG,Bischofswerdaer Straße 101,DE,Großröhrsdorf,01900
647618,Venturo,Arnsberg Facility GmbH & Co. KG,Gartenstraße 1,D,Pulsnitz,01896
648300,Venturo,Customer 648300,,,,
648312,Venturo,Unna Smart KG,Fabrikstraße 48,D,Bautzen,02625
648313,Venturo,Unna Smart KG,Fabrikstraße 48,D,Bautzen,02625
648314,Venturo,Zander Plan Service GmbH,Robert-Bosch-Straße 56,D,Dessau,06847
648315,Venturo,Dreher Management Service GmbH,Baldusstraße 13,D,Duisburg,47138
648316,Venturo,Torf Holding KG,Macherstraße 55,D,Kamenz,01917
648317,Venturo,Hammel Tech Technik GmbH,Ostra-Allee 23,D,Dresden,01067
648318,Venturo,Zülpich Wirtschaft Bau GmbH,Königsbrücker Straße 17,D,Dresden,01099
648319,Venturo,Moers Zentrum Service GmbH,Thomas-Müntzer-Straße 4c,D,Bautzen,02625
648320,Venturo,Linde Facility Bau GmbH,Königsbrücker Straße 80,D,Dresden,01099
648321,Venturo,Ulmen Real GmbH,Reicker Straße 51,D,Dresden,01219
648322,Venturo,Unna Smart KG,"Riesaer Str, 7h",,Dresden,01129
648323,Venturo,Flur Management Verwaltungs GmbH,Hauptstraße 64,D,Steina,01920
648324,Venturo,Linde Facility Bau GmbH,Brückenstraße 12,D,Chemnitz,09111
648325,Venturo,Hamm Estate Holding GmbH,Fabrik Straße 48,D,Bautzen,02625
648326,Venturo,Flur Holding OHG,Innere Lauenstraße 1,D,Bautzen,02625
648327,Venturo,Flur Holding OHG,Fleischmarkt 1,D,Bautzen,02625
648328,Venturo,Arnsberg Logistik AG,Nossenerstr. 3,D,Oschatz,04758
648329,Venturo,Nordmann Verwaltung SE,Industriestraße 40,D,Dresden,01129
648330,Venturo,Neuss Logistik Verwaltungs GmbH,Friedrich-Ebert-Straße 40,D,Hürth,50354
648331,Venturo,Linde Facility Bau GmbH,Schongauer Straße 7,D,Leipzig,04329
648332,Venturo,Reuter Holding SE,Markt 1,D,Stolpen,01833
648333,Venturo,Paderborn Immobilien Holding GmbH,Seminarstraße 18 b,DE,Pirna,01796
648334,Venturo,Wenger Plan Bau GmbH,Scharfenberger Straße 152,D,Dresden,01139
648335,Venturo,Iserlohn Resources GmbH,Goethestrasse 28,D,Pulsnitz,01896
648336,Venturo,Cramer Real GmbH,Gewerbering Nord 30,D,Großröhrsdorf,01900
648500,Venturo,Customer 648500,,,,
648513,Venturo,Thalberg Partner GbR,Rietschelstraße 29,D,Pulsnitz,01896
648514,Venturo,Flur Wirtschaft KG,Kirchweg 1,D,Meineweh,06721
648515,Venturo,Grund Invest GbR,Hausvogteiplatz 12,D,Berlin,10117
648516,Venturo,Hückelhoven Haus SE,Leibingerstraße 13,D,Neukirch,01904
648517,Venturo,Hückelhoven Haus SE,Leibingerstraße 13,D,Neukirch,01904
648518,Venturo,Grund Plan GmbH,Hauptstraße 49,D,Lichtenberg,01896
648519,Venturo,Imfeld Plan KG,Rauenstein 62,D,Lengenfeld,09514
648520,Venturo,Olpe Green OHG,An den Drei Häusern 14,D,Radeberg,01454
648521,Venturo,Mauer Industrie Verwaltungs GmbH,Zur Wetterwarte 27,D,Dresden,01109
648522,Venturo,Lemgo Dienst GmbH & Co. KG,Im Vogelsang 19,D,Bonn,53179
648523,Venturo,Boden Real SE,Alfredstraße 163,D,Essen,45131
648524,Venturo,Regen Partner GbR,Am alten Bahnhof 1,D,Lutherstadt Wittenberg,06886
648525,Venturo,Hammel Zentrum GmbH & Co. KG,Breitscheidstraße 40,D,Dresden,01237
648526,Venturo,Eder Bau GmbH,Dresdner Straße 43,DE,Dresden,01156
648527,Venturo,Pfeifer Partner Service GmbH,Bergstraße 69,DE,Dresden,01062
648528,Venturo,Sohl Concept GbR,Basteistraße 79,DE,Lohmen,01847
648800,Venturo,Customer 648800,,,,
648803,Venturo,Hallberg Construction Holding GmbH,Pirnaer Landstraße 29,D,Stolpen,01833
648804,Venturo,Neuer Werk Service GmbH,Fetscherstraße 74,D,Dresden,01307
648902,Venturo,Imfeld Dienst OHG,Brühl 34 - 50,D,Leipzig,04109
648903,Venturo,Siegen Plan SE,Bautzner Landstraße 400,D,Dresden,01328
648904,Venturo,Lemgo Smart Verwaltungs GmbH,Philippstr. 3,D,Bochum,44803
648905,Venturo,Boden Industrie Verwaltungs GmbH,Garnisonsplatz 9,D,Kamenz,01917
648906,Venturo,Siegen Plan SE,Bautzner Landstraße 400,D,Dresden,01328
648907,Venturo,Siegen Plan SE,Bautzner Landstraße 400,D,Dresden,01328
648908,Venturo,Imfeld Dienst OHG,Blumenstraße 72,D,Leipzig,04155
648909,Venturo,Imfeld Dienst OHG,Blumenstraße 72,D,Leipzig,04155
648910,Venturo,Ufer Plan OHG,Georg-Glock-Straße 8,D,Düsseldorf,40474
648911,Venturo,Siegen Plan SE,Bautzner Landstraße 400,D,Dresden,01328
648912,Venturo,Siegen Plan SE,Bautzner Landstraße 400,D,Dresden,01328
648913,Venturo,Siegen Plan SE,Bautzner Landstraße 400,D,Dresden,01328
648914,Venturo,Siegen Plan SE,Bautzner Landstraße 400,D,Dresden,01328
648915,Venturo,Hückelhoven Real Bau GmbH,Dresdener Straße 51,D,Bautzen,02625
648916,Venturo,Siegen Plan SE,Bautzner Landstraße 400,D,Dresden,01328
648917,Venturo,Iserlohn Haus GbR,Am Röderlandsgraben 8,D,Bad Liebenwerda,04924
648918,Venturo,Wegberg Holding KG,Milanstraße 1a,D,Schkeuditz,04435
648919,Venturo,Jäger Projekt SE,Augustusstraße 1,D,Dresden,01067
648920,Venturo,Unna Concept SE,Ferdinand-Braun-Platz 1,D,Düsseldorf,40549
649100,Venturo,Customer 649100,,,,
649107,Venturo,Customer 649107,,,,
649118,Venturo,Torf Partner Bau GmbH,Jagdschänkenstraße 29,D,Chemnitz,09117
649119,Venturo,Bergmann Industrie GmbH,Markt 26,D,Stolpen,01833
649120,Venturo,Xanten Service Bau GmbH,Haydnstraße 1,D,Dresden,01307
649121,Venturo,Eder Holding KG,Könneritzstraße 7,,Dresden,01067
649122,Venturo,Olpe Recycling OHG,Mittelstraße 6,D,Kleinopitz,01737
649123,Venturo,Ammer Industrie Holding GmbH,Ebertplatz 7-9,DE,Dresden,01159
649124,Venturo,Hückelhoven Holding Bau GmbH,Ziegenbalgstraße 12,D,Pulsnitz,01896
649125,Venturo,Xanten Service Bau GmbH,Muldaer Straße 1,D,Dresden,01189
649126,Venturo,Linde Werk SE,Königsbrücker Str. 17,,Dresden,01099
649800,Venturo,Ufer Werk GmbH & Co. KG,,D,,
649908,Venturo,Torf Werk GmbH,Kietzenwiesensteg 4,D,Pforzheim,75181
649909,Venturo,Imfeld Construction Service GmbH,Dresdner Straße 25,D,Ottendorf-Okrilla,01458
649910,Venturo,Imfeld Construction Service GmbH,Dresdner Straße 25,D,Ottendorf-Okrilla,01458
649911,Venturo,Castrop Plan GmbH,Zimmerstraße 23,D,Dresden,
649912,Venturo,Ulmen Immobilien GmbH & Co. KG,Käthe-Kollwitz-Straße 6,D,Hainichen,09661
649913,Venturo,Zander Tech Holding GmbH,Dohnaer Str. 101,D,Dresden,01219
649914,Venturo,Aachen Tech KG,Kloster-Eberbach-Straße 4,D,Eltville,65346
649915,Venturo,Ammer System Verwaltungs GmbH,Meißner Straße 151a,D,Radebeul,01445
649916,Venturo,Dreher Partner Service GmbH,Nordstraße 27,D,Heidenau,01809
649917,Venturo,Dreher Partner Service GmbH,Hauptstraße 20,D,Neukirch,01904
649918,Venturo,Falkenau Industrie Bau GmbH,Heerdter Lohweg 35,DE,Düsseldorf,40549
75,Venturo,Xaver Bau Technik GmbH,,,,
76,Venturo,Xaver Bau Technik GmbH,,,,
77,Venturo,Xaver Bau Technik GmbH,,,,
78,Venturo,Xaver Bau Technik GmbH,,,,
79,Venturo,Xaver Bau Technik GmbH,,,,
80,Venturo,Xaver Bau Technik GmbH,,,,
81,Venturo,Xaver Bau Technik GmbH,,,,
82,Venturo,Xaver Bau Technik GmbH,,,,
83,Venturo,Xaver Bau Technik GmbH,,,,
84,Venturo,Xaver Bau Technik GmbH,,,,
85,Venturo,Xaver Bau Technik GmbH,,,,
87,Venturo,Xaver Bau Technik GmbH,,,,
88,Venturo,Xaver Bau Technik GmbH,,,,
89,Venturo,Xaver Bau Technik GmbH,,,,
91,Venturo,Xaver Bau Technik GmbH,,,,
93,Venturo,Xaver Bau Technik GmbH,,,,
94,Venturo,Xaver Bau Technik GmbH,,,,
95,Venturo,Xaver Bau Technik GmbH,,,,
96,Venturo,Xaver Bau Technik GmbH,,,,
BUB 936376,Venturo,Xaver Bau Technik GmbH,,,,
1,Calypto,Rheine Verwaltung OHG,Messerschmidtstr. 4,D,Gescher,48712
10,Calypto,Junker Green Technik GmbH,Gut Hommerschen,D,Geilenkirchen,52511
1332753,Calypto,Xaver Smart GmbH,gepe Sicherheitsdienste,,Düren,52353
1335434,Calypto,Ochsner Umwelt SE,Stadt Geilenkirchen,D,Geilenkirchen,52511
1335465,Calypto,Cramer Plan Bau GmbH,Gisela Gatzweiler,D,Heinsberg,52525
1338730,Calypto,Imfeld Consulting GmbH & Co. KG,GM-Montagebau,,Bergheim,50129
1338731,Calypto,Kleve Solutions Holding GmbH,Geotaix Umwelttechnologie GmbH,D,Würselen,52146
1341413,Calypto,Sohl System Holding GmbH,Gedike & Döpper,D,Lüdinghausen,59348
1342743,Calypto,Arnsberg Plan AG,Buchhandlung Gollenstede,D,Heinsberg,52525
1343037,Calypto,Ochsner Capital GbR,Gerichtskasse Aachen,D,Aachen,52070
